# --sessions 630 --app-url=http://shinyloadtest.rstudioservices.com/cran_explorer --output-dir test630 --overwrite-output --log-level warn --start-interval 800 15min.log
thread_id,event,timestamp,input_line_number,comment
139,PLAYER_SESSION_CREATE,1516292633501
139,PLAYER_START_INTERVAL_START,1516292633501
139,PLAYER_START_INTERVAL_END,1516292744702
139,REQ_HOME_START,1516292744702,2
139,REQ_HOME_END,1516292744791,2
139,REQ_START,1516292744791,3
139,REQ_END,1516292744821,3
139,REQ_START,1516292744821,4
139,REQ_END,1516292744872,4
139,REQ_START,1516292744872,5
139,REQ_END,1516292744905,5
139,REQ_START,1516292744905,6
139,REQ_END,1516292744939,6
139,REQ_START,1516292744939,7
139,REQ_END,1516292744973,7
139,REQ_START,1516292744973,8
139,REQ_END,1516292745008,8
139,REQ_START,1516292745008,9
139,REQ_END,1516292745085,9
139,REQ_START,1516292745085,10
139,REQ_END,1516292745105,10
139,REQ_START,1516292745105,11
139,REQ_END,1516292745139,11
139,REQ_START,1516292745139,12
139,REQ_END,1516292745152,12
139,REQ_START,1516292745152,13
139,REQ_END,1516292745181,13
139,REQ_START,1516292745181,14
139,REQ_END,1516292745195,14
139,REQ_START,1516292745195,15
139,REQ_END,1516292745230,15
139,REQ_TOK_START,1516292745230,16
139,REQ_TOK_END,1516292745237,16
139,REQ_SINF_START,1516292745237,17
139,REQ_SINF_END,1516292745244,17
139,WS_OPEN_START,1516292745244,18
139,WS_OPEN_END,1516292745250,18
139,REQ_START,1516292745250,19
139,REQ_END,1516292745276,19
139,WS_RECV_START,1516292745276,20
139,WS_RECV_END,1516292745276,20
139,PLAYER_SLEEPBEFORE_START,1516292745276,21
139,PLAYER_SLEEPBEFORE_END,1516292745281,21
139,WS_SEND_START,1516292745281,21
139,WS_SEND_END,1516292745281,21
139,PLAYER_SLEEPBEFORE_START,1516292745281,22
139,PLAYER_SLEEPBEFORE_END,1516292745282,22
139,WS_SEND_START,1516292745282,22
139,WS_SEND_END,1516292745282,22
139,WS_RECV_INIT_START,1516292745282,23
139,WS_RECV_INIT_END,1516292745303,23
139,WS_RECV_START,1516292745303,24
139,WS_RECV_END,1516292745354,24
139,PLAYER_SLEEPBEFORE_START,1516292745354,25
139,PLAYER_SLEEPBEFORE_END,1516292745361,25
139,REQ_START,1516292745361,25
139,REQ_END,1516292745392,25
139,PLAYER_SLEEPBEFORE_START,1516292745392,26
139,PLAYER_SLEEPBEFORE_END,1516292745393,26
139,REQ_START,1516292745393,26
139,REQ_END,1516292745424,26
139,PLAYER_SLEEPBEFORE_START,1516292745424,27
139,PLAYER_SLEEPBEFORE_END,1516292745428,27
139,REQ_START,1516292745428,27
139,REQ_END,1516292745458,27
139,PLAYER_SLEEPBEFORE_START,1516292745458,28
139,PLAYER_SLEEPBEFORE_END,1516292745744,28
139,REQ_START,1516292745744,28
139,REQ_END,1516292745773,28
139,PLAYER_SLEEPBEFORE_START,1516292745773,29
139,PLAYER_SLEEPBEFORE_END,1516292745949,29
139,WS_SEND_START,1516292745949,29
139,WS_SEND_END,1516292745949,29
139,WS_RECV_START,1516292745949,30
139,WS_RECV_END,1516292746052,30
139,PLAYER_SLEEPBEFORE_START,1516292746052,31
139,PLAYER_SLEEPBEFORE_END,1516292746063,31
139,REQ_START,1516292746063,31
139,REQ_END,1516292746095,31
139,PLAYER_SLEEPBEFORE_START,1516292746095,32
139,PLAYER_SLEEPBEFORE_END,1516292774240,32
139,WS_SEND_START,1516292774240,32
139,WS_SEND_END,1516292774240,32
139,WS_RECV_START,1516292774240,33
139,WS_RECV_END,1516292774332,33
139,PLAYER_SLEEPBEFORE_START,1516292774332,34
139,PLAYER_SLEEPBEFORE_END,1516292800243,34
139,WS_SEND_START,1516292800243,34
139,WS_SEND_END,1516292800243,34
139,WS_RECV_START,1516292800243,35
139,WS_RECV_END,1516292800271,35
139,PLAYER_SLEEPBEFORE_START,1516292800271,36
139,PLAYER_SLEEPBEFORE_END,1516292800281,36
139,WS_SEND_START,1516292800281,36
139,WS_SEND_END,1516292800281,36
