# --sessions 720 --app-url=http://shinyloadtest.rstudioservices.com/cran_explorer --output-dir test720 --overwrite-output --log-level warn --start-interval 500 15min.log
thread_id,event,timestamp,input_line_number,comment
354,PLAYER_SESSION_CREATE,1516289462096
354,PLAYER_START_INTERVAL_START,1516289462096
354,PLAYER_START_INTERVAL_END,1516289639096
354,REQ_HOME_START,1516289639096,2
354,REQ_HOME_END,1516289639184,2
354,REQ_START,1516289639184,3
354,REQ_END,1516289639346,3
354,REQ_START,1516289639346,4
354,REQ_END,1516289639394,4
354,REQ_START,1516289639394,5
354,REQ_END,1516289639427,5
354,REQ_START,1516289639427,6
354,REQ_END,1516289639463,6
354,REQ_START,1516289639463,7
354,REQ_END,1516289639496,7
354,REQ_START,1516289639496,8
354,REQ_END,1516289639529,8
354,REQ_START,1516289639529,9
354,REQ_END,1516289639566,9
354,REQ_START,1516289639566,10
354,REQ_END,1516289639574,10
354,REQ_START,1516289639574,11
354,REQ_END,1516289639606,11
354,REQ_START,1516289639606,12
354,REQ_END,1516289639615,12
354,REQ_START,1516289639615,13
354,REQ_END,1516289639647,13
354,REQ_START,1516289639647,14
354,REQ_END,1516289639663,14
354,REQ_START,1516289639663,15
354,REQ_END,1516289639701,15
354,REQ_TOK_START,1516289639701,16
354,REQ_TOK_END,1516289639708,16
354,REQ_SINF_START,1516289639708,17
354,REQ_SINF_END,1516289639716,17
354,WS_OPEN_START,1516289639716,18
354,WS_OPEN_END,1516289639722,18
354,REQ_START,1516289639722,19
354,REQ_END,1516289639750,19
354,WS_RECV_START,1516289639750,20
354,WS_RECV_END,1516289639750,20
354,PLAYER_SLEEPBEFORE_START,1516289639750,21
354,PLAYER_SLEEPBEFORE_END,1516289639755,21
354,WS_SEND_START,1516289639755,21
354,WS_SEND_END,1516289639755,21
354,PLAYER_SLEEPBEFORE_START,1516289639755,22
354,PLAYER_SLEEPBEFORE_END,1516289639756,22
354,WS_SEND_START,1516289639756,22
354,WS_SEND_END,1516289639756,22
354,WS_RECV_INIT_START,1516289639756,23
354,WS_RECV_INIT_END,1516289639774,23
354,WS_RECV_START,1516289639774,24
354,WS_RECV_END,1516289639828,24
354,PLAYER_SLEEPBEFORE_START,1516289639828,25
354,PLAYER_SLEEPBEFORE_END,1516289639835,25
354,REQ_START,1516289639835,25
354,REQ_END,1516289639906,25
354,PLAYER_SLEEPBEFORE_START,1516289639906,26
354,PLAYER_SLEEPBEFORE_END,1516289639907,26
354,REQ_START,1516289639907,26
354,REQ_END,1516289640125,26
354,PLAYER_SLEEPBEFORE_START,1516289640125,27
354,PLAYER_SLEEPBEFORE_END,1516289640128,27
354,REQ_START,1516289640128,27
354,REQ_END,1516289640171,27
354,PLAYER_SLEEPBEFORE_START,1516289640171,28
354,PLAYER_SLEEPBEFORE_END,1516289640456,28
354,REQ_START,1516289640456,28
354,REQ_END,1516289640490,28
354,PLAYER_SLEEPBEFORE_START,1516289640490,29
354,PLAYER_SLEEPBEFORE_END,1516289640665,29
354,WS_SEND_START,1516289640665,29
354,WS_SEND_END,1516289640665,29
354,WS_RECV_START,1516289640665,30
354,WS_RECV_END,1516289640787,30
354,PLAYER_SLEEPBEFORE_START,1516289640787,31
354,PLAYER_SLEEPBEFORE_END,1516289640799,31
354,REQ_START,1516289640799,31
354,REQ_END,1516289640861,31
354,PLAYER_SLEEPBEFORE_START,1516289640861,32
354,PLAYER_SLEEPBEFORE_END,1516289669006,32
354,WS_SEND_START,1516289669006,32
354,WS_SEND_END,1516289669006,32
354,WS_RECV_START,1516289669006,33
354,WS_RECV_END,1516289669172,33
354,PLAYER_SLEEPBEFORE_START,1516289669172,34
354,PLAYER_SLEEPBEFORE_END,1516289695083,34
354,WS_SEND_START,1516289695083,34
354,WS_SEND_END,1516289695083,34
354,WS_RECV_START,1516289695083,35
354,WS_RECV_END,1516289695130,35
354,PLAYER_SLEEPBEFORE_START,1516289695130,36
354,PLAYER_SLEEPBEFORE_END,1516289695139,36
354,WS_SEND_START,1516289695139,36
354,WS_SEND_END,1516289695139,36
354,WS_RECV_START,1516289695139,37
354,WS_RECV_END,1516289695181,37
354,PLAYER_SLEEPBEFORE_START,1516289695181,38
354,PLAYER_SLEEPBEFORE_END,1516289698377,38
354,WS_SEND_START,1516289698377,38
354,WS_SEND_END,1516289698377,38
354,WS_RECV_START,1516289698377,39
354,WS_RECV_END,1516289698501,39
354,PLAYER_SLEEPBEFORE_START,1516289698501,40
354,PLAYER_SLEEPBEFORE_END,1516289698547,40
354,WS_SEND_START,1516289698547,40
354,WS_SEND_END,1516289698547,40
354,WS_RECV_START,1516289698547,41
354,WS_RECV_END,1516289698740,41
354,PLAYER_SLEEPBEFORE_START,1516289698740,42
354,PLAYER_SLEEPBEFORE_END,1516289716875,42
354,WS_SEND_START,1516289716875,42
354,WS_SEND_END,1516289716875,42
354,WS_RECV_START,1516289716875,43
354,WS_RECV_END,1516289716952,43
354,PLAYER_SLEEPBEFORE_START,1516289716952,44
354,PLAYER_SLEEPBEFORE_END,1516289716964,44
354,WS_SEND_START,1516289716964,44
354,WS_SEND_END,1516289716964,44
354,WS_RECV_START,1516289716964,45
354,WS_RECV_END,1516289717018,45
354,PLAYER_SLEEPBEFORE_START,1516289717018,46
354,PLAYER_SLEEPBEFORE_END,1516289718278,46
354,WS_SEND_START,1516289718278,46
354,WS_SEND_END,1516289718278,46
354,WS_RECV_START,1516289718278,47
354,WS_RECV_END,1516289718377,47
354,PLAYER_SLEEPBEFORE_START,1516289718377,48
354,PLAYER_SLEEPBEFORE_END,1516289719697,48
354,WS_SEND_START,1516289719697,48
354,WS_SEND_END,1516289719697,48
354,WS_RECV_START,1516289719697,49
354,WS_RECV_END,1516289720299,49
354,PLAYER_SLEEPBEFORE_START,1516289720299,50
354,PLAYER_SLEEPBEFORE_END,1516289720324,50
354,WS_SEND_START,1516289720324,50
354,WS_SEND_END,1516289720324,50
354,WS_RECV_START,1516289720324,51
354,WS_RECV_END,1516289720615,51
354,PLAYER_SLEEPBEFORE_START,1516289720615,52
354,PLAYER_SLEEPBEFORE_END,1516289743179,52
354,WS_SEND_START,1516289743179,52
354,WS_SEND_END,1516289743179,52
354,WS_RECV_START,1516289743179,53
354,WS_RECV_END,1516289744651,53
354,PLAYER_SLEEPBEFORE_START,1516289744651,54
354,PLAYER_SLEEPBEFORE_END,1516289765954,54
354,WS_SEND_START,1516289765954,54
354,WS_SEND_END,1516289765954,54
354,PLAYER_SLEEPBEFORE_START,1516289765954,55
354,PLAYER_SLEEPBEFORE_END,1516289767895,55
354,WS_SEND_START,1516289767895,55
354,WS_SEND_END,1516289767895,55
354,WS_RECV_START,1516289767895,56
354,WS_RECV_END,1516289768471,56
354,PLAYER_SLEEPBEFORE_START,1516289768471,57
354,PLAYER_SLEEPBEFORE_END,1516289791344,57
354,WS_SEND_START,1516289791344,57
354,WS_SEND_END,1516289791344,57
354,WS_RECV_START,1516289791344,58
354,WS_RECV_END,1516289792642,58
354,PLAYER_SLEEPBEFORE_START,1516289792642,59
354,PLAYER_SLEEPBEFORE_END,1516289794969,59
354,WS_SEND_START,1516289794969,59
354,WS_SEND_END,1516289794969,59
354,WS_RECV_START,1516289794969,60
354,WS_RECV_END,1516289796425,60
354,PLAYER_SLEEPBEFORE_START,1516289796425,61
354,PLAYER_SLEEPBEFORE_END,1516289800016,61
354,WS_SEND_START,1516289800016,61
354,WS_SEND_END,1516289800016,61
354,WS_RECV_START,1516289800016,62
354,WS_RECV_END,1516289800522,62
354,PLAYER_SLEEPBEFORE_START,1516289800522,63
354,PLAYER_SLEEPBEFORE_END,1516289819784,63
354,WS_SEND_START,1516289819784,63
354,WS_SEND_END,1516289819785,63
354,WS_RECV_START,1516289819785,64
354,WS_RECV_END,1516289822303,64
354,PLAYER_SLEEPBEFORE_START,1516289822303,65
354,PLAYER_SLEEPBEFORE_END,1516289849120,65
354,WS_SEND_START,1516289849120,65
354,WS_SEND_END,1516289849120,65
354,WS_RECV_START,1516289849120,66
354,WS_RECV_END,1516289851596,66
354,PLAYER_SLEEPBEFORE_START,1516289851596,67
354,PLAYER_SLEEPBEFORE_END,1516289853103,67
354,WS_SEND_START,1516289853103,67
354,WS_SEND_END,1516289853103,67
354,WS_RECV_START,1516289853103,68
354,WS_RECV_END,1516289856231,68
354,PLAYER_SLEEPBEFORE_START,1516289856231,69
354,PLAYER_SLEEPBEFORE_END,1516289878229,69
354,WS_SEND_START,1516289878229,69
354,WS_SEND_END,1516289878229,69
354,WS_RECV_START,1516289878229,70
354,WS_RECV_END,1516289880968,70
354,PLAYER_SLEEPBEFORE_START,1516289880968,71
354,PLAYER_SLEEPBEFORE_END,1516289905743,71
354,WS_SEND_START,1516289905743,71
354,WS_SEND_END,1516289905744,71
354,PLAYER_SLEEPBEFORE_START,1516289905744,72
354,PLAYER_SLEEPBEFORE_END,1516289908351,72
354,WS_SEND_START,1516289908351,72
354,WS_SEND_END,1516289908351,72
354,WS_RECV_START,1516289908351,73
354,WS_RECV_END,1516289909265,73
354,PLAYER_SLEEPBEFORE_START,1516289909265,74
354,PLAYER_SLEEPBEFORE_END,1516289909274,74
354,WS_SEND_START,1516289909274,74
354,WS_SEND_END,1516289909274,74
354,WS_RECV_START,1516289909274,75
354,WS_RECV_END,1516289911339,75
354,PLAYER_SLEEPBEFORE_START,1516289911339,76
354,PLAYER_SLEEPBEFORE_END,1516289912845,76
354,WS_SEND_START,1516289912845,76
354,WS_SEND_END,1516289912845,76
354,WS_RECV_START,1516289912845,77
354,WS_RECV_END,1516289913721,77
354,PLAYER_SLEEPBEFORE_START,1516289913721,78
354,PLAYER_SLEEPBEFORE_END,1516289914589,78
354,WS_SEND_START,1516289914589,78
354,WS_SEND_END,1516289914589,78
354,WS_RECV_START,1516289914589,79
354,WS_RECV_END,1516289915961,79
354,PLAYER_SLEEPBEFORE_START,1516289915961,80
354,PLAYER_SLEEPBEFORE_END,1516289923627,80
354,WS_SEND_START,1516289923627,80
354,WS_SEND_END,1516289923627,80
354,WS_RECV_START,1516289923627,81
354,WS_RECV_END,1516289925885,81
354,PLAYER_SLEEPBEFORE_START,1516289925885,82
354,PLAYER_SLEEPBEFORE_END,1516289926987,82
354,WS_SEND_START,1516289926987,82
354,WS_SEND_END,1516289926987,82
354,WS_RECV_START,1516289926987,83
354,WS_RECV_END,1516289929119,83
354,PLAYER_SLEEPBEFORE_START,1516289929119,84
354,PLAYER_SLEEPBEFORE_END,1516289930066,84
354,WS_SEND_START,1516289930066,84
354,WS_SEND_END,1516289930066,84
354,WS_RECV_START,1516289930066,85
354,WS_RECV_END,1516289931857,85
354,PLAYER_SLEEPBEFORE_START,1516289931857,86
354,PLAYER_SLEEPBEFORE_END,1516289936029,86
354,WS_SEND_START,1516289936029,86
354,WS_SEND_END,1516289936029,86
354,WS_RECV_START,1516289936029,87
354,WS_RECV_END,1516289938935,87
354,PLAYER_SLEEPBEFORE_START,1516289938935,88
354,PLAYER_SLEEPBEFORE_END,1516289938944,88
354,WS_SEND_START,1516289938944,88
354,WS_SEND_END,1516289938944,88
354,WS_RECV_START,1516289938944,89
354,WS_RECV_END,1516289940531,89
354,PLAYER_SLEEPBEFORE_START,1516289940531,90
354,PLAYER_SLEEPBEFORE_END,1516289967728,90
354,REQ_START,1516289967728,90
354,REQ_END,1516289967735,90
354,PLAYER_SLEEPBEFORE_START,1516289967735,91
354,PLAYER_SLEEPBEFORE_END,1516289975624,91
354,WS_SEND_START,1516289975624,91
354,WS_SEND_END,1516289975625,91
354,WS_RECV_START,1516289975625,92
354,WS_RECV_END,1516289979950,92
354,PLAYER_SLEEPBEFORE_START,1516289979950,93
354,PLAYER_SLEEPBEFORE_END,1516289979965,93
354,WS_SEND_START,1516289979965,93
354,WS_SEND_END,1516289979965,93
354,WS_RECV_START,1516289979965,94
354,WS_RECV_END,1516289983002,94
354,PLAYER_SLEEPBEFORE_START,1516289983002,95
354,PLAYER_SLEEPBEFORE_END,1516290006557,95
354,WS_SEND_START,1516290006557,95
354,WS_SEND_END,1516290006557,95
354,WS_RECV_START,1516290006557,96
354,WS_RECV_END,1516290011917,96
354,PLAYER_SLEEPBEFORE_START,1516290011917,97
354,PLAYER_SLEEPBEFORE_END,1516290034357,97
